Class,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
0,0.251268937,0.238894553,0.133949842,0.902831918,0.051996543,0.974508846,0.439773434,0.313961026,0.27232904,0.104936792,0.313981415,0.530101338,0.475163095,0.894064652,0.653271816,0.824864914,0.0073353,0.071752999,0.3054867,0.226022581,0.415166649
1,0.586892874,0.592857839,0.357959202,0.12035271,0.66528109,0.020534552,0.123738177,0.86043788,0.340786751,0.44706537,0.654188807,0.371209622,0.469801631,0.034123217,0.649246072,0.458768216,0.822195368,0.368165274,0.866043507,0.814507191,0.797425251
1,0.053296427,0.687644287,0.514564302,0.940423502,0.245120088,0.879211433,0.909627529,0.079499207,0.899449275,0.476782626,0.519286132,0.877498301,0.197703152,0.925865993,0.179787732,0.216349748,0.229728564,0.590110855,0.052446749,0.167761943,0.518977784
0,0.651540955,0.131116537,0.126043109,0.873541959,0.978288016,0.794300189,0.125863639,0.679683176,0.166839955,0.302232825,0.284064509,0.1487798,0.648771999,0.902839043,0.661665017,0.86359394,0.982440919,0.091276806,0.719739351,0.968482481,0.347979316
0,0.631551827,0.895062913,0.976868309,0.366161156,0.927266538,0.131862189,0.917831251,0.828308405,0.947580953,0.151363486,0.137040409,0.852996289,0.73165589,0.166646904,0.459692531,0.438173454,0.908784903,0.99991562,0.901046649,0.841534874,0.175902464
1,0.324372941,0.952741606,0.574728454,0.647821706,0.009977058,0.862608674,0.676070593,0.42661912,0.789185383,0.748269643,0.759297764,0.911637493,0.140498221,0.313864881,0.048434017,0.026649457,0.734264686,0.465590118,0.106825727,0.64420158,0.982622973
1,0.849162725,0.557398267,0.128196266,0.067309337,0.57327459,0.031147373,0.105727865,0.955127029,0.069642179,0.436699924,0.557297552,0.113860857,0.943190549,0.220160307,0.77624439,0.880143361,0.584596447,0.15109198,0.895293003,0.729793579,0.625406737
0,0.956283205,0.089712336,0.077495764,0.765251725,0.707419273,0.667543824,0.262133696,0.920716253,0.332203146,0.109307113,0.016122828,0.358880036,0.900780023,0.671401355,0.989966837,0.936608816,0.937326425,0.001258683,0.978980703,0.80773386,0.153580035
0,0.152485683,0.159281948,0.024384302,0.807067114,0.092257118,0.913776557,0.223628252,0.339142472,0.209135036,0.179441588,0.197505703,0.380824471,0.074354565,0.942060159,0.118072379,0.451747916,0.015060247,0.033576103,0.303310229,0.121019395,0.403263624
1,0.331112058,0.557094324,0.608892428,0.295444695,0.205352687,0.297727229,0.284216236,0.460898022,0.417353995,0.575543862,0.843371263,0.382614268,0.173972339,0.209999841,0.413405463,0.395574485,0.309066219,0.367078508,0.569280086,0.399958189,0.823461318
0,0.07822366,0.979076518,0.982669377,0.807067114,0.518316965,0.422747739,0.992901615,0.053836849,0.98643461,0.008439866,0.016658701,0.960667457,0.197703152,0.534478692,6.21E-06,0.03196382,0.196453014,0.976669115,0.228021674,0.207969321,0.148129104
0,0.140335591,0.983763296,0.750599589,0.274096114,0.354499323,0.694371322,1,0.191657636,0.998302653,0.749633546,0.982224067,0.925065392,0.174956217,0.638102366,0.256029474,0.701258573,0.292553775,0.965364717,0.22046132,0.433437831,0.895472622
1,0.749273578,0.971882405,0.887806419,0.675007184,0.466093267,0.705293717,0.6911899,0.717501451,0.603446462,0.790125904,0.677287982,0.661071737,0.893598105,0.671401355,0.819604893,0.738402849,0.395572809,0.951644387,0.48901351,0.475643805,0.782438882
0,0.798771479,0.80948793,0.696455005,0.351106768,0.110899756,0.564457564,0.908200243,0.592530603,0.901272193,0.151132306,0.197480349,0.88980712,0.052103612,0.318915975,0.258094371,0.291773491,0.058692981,0.704770261,0.523561125,0.121019395,0.240571785
1,0.39094397,0.499944508,0.622868509,0.577209179,0.227327535,0.682539067,0.361953894,0.607412582,0.503350965,0.450975255,0.250695463,0.601397908,0.665491443,0.474076547,0.553214556,0.441967299,0.084641117,0.573682047,0.426840677,0.054182814,0.313030326
0,0.652450719,0.810471229,0.417171358,0.517075535,0.682222051,0.815980199,0.805611505,0.134810938,0.457077367,0.587704182,0.944991011,0.823289536,0.488072923,0.853660939,0.590751081,0.644565251,0.806267271,0.886189435,0.159811981,0.703563604,0.761590725
1,0.067337891,0.862912488,0.717309862,0.644159544,0.108845961,0.753059841,0.945688366,0.276181752,0.997976936,0.167929902,0.535403217,0.950697773,0.528962181,0.797938325,0.366943984,0.586589986,0.113092669,0.714551272,0.51903978,0.207969321,0.72860037
1,0.644678906,0.810860178,0.359790404,0.305287275,0.05653889,0.596115075,0.512359876,0.682267403,0.804617721,0.96974552,0.970147544,0.741706646,0.380189276,0.307474741,0.709777763,0.751605101,0.625340009,0.61890508,0.368376267,0.419668736,0.967180124
1,0.936871942,0.113922049,0.077614259,0.486890777,0.926053852,0.176157875,0.345296515,0.921623899,0.286636419,0.033561226,0.045295738,0.148239012,0.893536915,0.360736038,0.953924292,0.945841231,0.951147718,0.161630695,0.926311944,0.986930515,0.072859164
1,0.821244438,0.165502066,0.06911729,0.138368968,0.57327459,0.137698222,0.085243685,0.835742675,0.073891611,0.844016854,0.815166061,0.164211606,0.476227456,0.12555785,0.411314108,0.292278098,0.376701546,0.15114974,0.765817877,0.387516696,0.758285994
0,0.607658344,0.21081667,0.2321143,0.075547195,0.80927402,0.258519102,0.221823361,0.738031186,0.245517927,0.180491551,0.259008129,0.372670523,0.434155634,0.251023408,0.54915031,0.438173454,0.76576727,0.198923897,0.493677117,0.803535438,0.400326989
1,0.440211106,0.774839984,0.704166188,0.773296321,0.083588717,0.8357205,0.739014317,0.607434022,0.544777482,0.504542977,0.66823307,0.66659249,0.165783813,0.91362201,0.014767377,0.202156432,0.003599496,0.901690352,0.84510557,0.173855997,0.543158585
0,0.488679135,0.500284287,0.340479961,0.295643587,0.041705031,0.553017356,0.681446665,0.708815227,0.576832176,0.550735529,0.637043803,0.603928691,0.134741025,0.552003736,0.066003912,0.399834515,0.072556153,0.692033995,0.675499853,0.275809815,0.319409415
1,0.97589177,0.052485,0.000190665,0.724048448,0.348219495,0.698121116,0.017545667,0.991236178,0.024074597,0.202730538,0.093609155,0.068496088,0.986201673,0.706866758,0.701375763,0.644976448,0.395572809,0.016010653,0.887319605,0.196172448,0.111442196
0,0.428590958,0.298624144,0.630741092,0.451974405,0.648468507,0.263337357,0.492893575,0.645246743,0.566754396,0.853263141,0.781301421,0.488056247,0.666225675,0.466594486,0.499186841,0.708689262,0.455421831,0.529865945,0.669413966,0.523797807,0.479456696
0,0.025308955,0.963850429,0.769526282,0.924561077,0.957846046,0.800027256,0.978773621,0.008116413,0.976553627,0.449169684,0.371385863,0.925219029,0.296148939,0.870629836,0.165193657,0.315777915,0.931776098,0.914435041,0.08396303,0.843713543,0.39013575
1,0.937306429,0.375993031,0.162503899,0.091880596,0.749362452,0.101647982,0.353303418,0.796155849,0.078175216,0.107026084,0.187176172,0.450238368,0.104111908,0.102168089,0.225809046,0.512008664,0.761776129,0.4361875,0.772531764,0.780031477,0.056484243
1,0.440211106,0.401175201,0.208905584,0.3228294,0.790204319,0.662720826,0.182950318,0.370984474,0.203109035,0.286707323,0.171469515,0.596318227,0.29336535,0.374322282,0.590749081,0.579805058,0.76576727,0.266575687,0.039832343,0.663638944,0.345977768
1,0.251446239,0.661229614,0.526158219,0.284194019,0.97626815,0.189199376,0.993760068,0.101789043,0.781358155,0.405144141,0.805359597,0.97239442,0.847545596,0.249761936,0.85912197,0.82658104,0.892103711,0.833855367,0.117751906,0.855671865,0.504099612
0,0.210338894,0.939447771,0.824141676,0.786909861,0.150725544,0.76099465,0.993760068,0.008123367,0.874237812,0.425892313,0.67783829,0.937459537,0.214870298,0.827406542,0.065576439,0.001880419,0.170926963,0.910291,0.094338644,0.032016889,0.520448858
1,0.494067225,0.398449499,0.628355429,0.38921176,0.556165182,0.301775199,0.659981427,0.725938027,0.681790188,0.726359105,0.798835078,0.536480704,0.388392209,0.189180472,0.482330201,0.584654854,0.527966992,0.580591834,0.81967508,0.613861976,0.68662238
1,0.017520455,0.861424105,0.949360848,0.996054561,0.508133396,0.87493141,0.990793502,0.03342434,0.933110435,0.471167642,0.338414023,0.94996409,0.261056567,0.986161635,0.551431719,0.529314433,0.808186493,0.843989348,0.083919605,0.78953529,0.401193839
1,0.210481395,0.423496938,0.680928236,0.777455067,0.59673598,0.982041884,0.794798453,0.075911773,0.806556028,0.839633706,0.913790825,0.514392747,0.20037899,0.729315438,0.693597275,0.623766446,0.534190222,0.518029713,0.152707729,0.185981289,0.984933744
1,0.876630149,0.129030127,0.011590197,0.535249448,0.876539609,0.459147122,0.324266134,0.826951039,0.166839955,0.02516692,0.024243049,0.35035669,0.369576671,0.582374846,0.151266397,0.079852656,0.993668658,0.003430551,0.912054141,0.945558219,0.053143254
0,0.954373659,0.100834509,0.027965091,0.464944102,0.900684146,0.339342854,0.009824016,0.837280427,0.024374978,0.026278393,0.057337156,0.079776428,0.48807535,0.443171667,0.480885186,0.352332226,0.983893469,0.22731323,0.697515843,0.963708555,0.099799771
1,0.306045118,0.040842379,0.185691584,0.162076842,0.959828505,0.058518982,0.276197576,0.270008257,0.225962318,0.459858983,0.335117596,0.075878994,0.957984387,0.147119597,0.883105267,0.859779731,0.66907472,0.207309797,0.025777175,0.613861976,0.016017789
0,0.343028234,0.237906978,0.154952978,0.601851397,0.961945432,0.981429871,0.468117732,0.573521912,0.325188809,0.460234097,0.458620147,0.434919711,0.303994742,0.705956625,0.551431719,0.587869107,0.88991364,0.415390749,0.711822864,0.983475451,0.30631084
1,0.646687772,0.500284287,0.216903672,0.214158364,0.00081045,0.966515933,0.962427828,0.002332374,0.57358045,0.16160146,0.973228783,0.911637493,0.027261402,0.6041309,0.661875115,0.626130835,0.238172905,0.401120674,0.025561469,0.177835463,0.958170821
1,0.086466945,0.187763299,0.189569609,0.660356927,0.431799717,0.786310134,0.939862379,0.227523641,0.819463684,0.278124948,0.387442997,0.858425617,0.363734452,0.937457348,0.276117951,0.793589243,0.379029202,0.157814321,0.234356112,0.360255642,0.272996779
1,0.13448805,0.665494038,0.933100259,0.810845951,0.487220081,0.690876828,0.665921855,0.138167267,0.928347122,0.625490225,0.67634334,0.717399195,0.986502531,0.80020704,0.984975838,0.977627351,0.661790001,0.691686863,0.163789799,0.695817495,0.710578992
1,0.321273265,0.518216022,0.572732563,0.246582327,0.570984745,0.428041636,0.497692017,0.268742573,0.545403227,0.554563581,0.592183677,0.577731756,0.515025144,0.141145879,0.653271816,0.696237758,0.568625794,0.550369612,0.150432406,0.667575684,0.722604741
0,0.89882974,0.067089747,0.124754059,0.955820039,0.05653889,0.909493123,0.715763906,0.565092064,0.218240992,0.177360815,0.076954185,0.038272313,0.066177987,0.825429423,0.528712135,0.423743682,0.065147471,0.034632062,0.893829659,0.071784983,0.037431841
0,0.104304038,0.278417669,0.719591079,0.805149966,0.443343054,0.760484019,0.318891688,0.408211723,0.7582066,0.346311759,0.403578156,0.375993375,0.463165268,0.855011951,0.338684604,0.32976847,0.146747703,0.436427773,0.505275982,0.021488189,0.429138622
0,0.257566212,0.726174352,0.472085228,0.136119015,0.058735103,0.175507954,0.935783815,0.658035679,0.914808824,0.042223015,0.009479222,0.833733681,0.473095531,0.035316569,0.746086124,0.751616236,0.224025231,0.548203154,0.205099322,0.217746578,0.050019891
1,0.975004756,0.861285468,0.336577777,0.000926228,0.486099504,0.595769418,0.316780849,0.996216228,0.243811446,0.072946371,0.008078298,0.877498301,0.261056567,0.062449313,0.701375763,0.779134166,0.75218866,0.398531096,0.926311944,0.883943025,0.073406329
0,0.515176169,0.726258759,0.475667419,0.94042355,0.012176862,0.629133898,0.369731759,0.624481461,0.642430869,0.879490161,0.93929435,0.227820429,0.235540323,0.909843383,0.072889074,0.190829717,0.008601913,0.374799713,0.72630887,0.047892426,0.752103013
1,0.710518113,0.097878982,0.185714962,0.204748313,0.366084042,0.052122741,0.602979758,0.312069776,0.157651648,0.087826906,0.187176188,0.009624486,0.630210772,0.457723495,0.546347515,0.752281781,0.202018515,0.469391248,0.921463273,0.266657774,0.036765303
0,0.289859939,0.955543562,0.789248367,0.560074788,0.529908031,0.5198481,0.703276467,0.156845155,0.650000713,0.474898025,0.335199967,0.913114422,0.93351805,0.533373982,0.89016927,0.835965378,0.71739196,0.806538539,8.11E-05,0.761606034,0.483105752
1,0.710915422,0.911313843,0.51937977,0.305287275,0.736535429,0.427441785,0.374155414,0.603166343,0.344290105,0.017575319,0.048506338,0.897374545,0.372194613,0.290243641,0.514469204,0.240048818,0.645367236,0.67496605,0.1673957,0.367678076,0.007994024
1,0.086466945,0.890652915,0.533883659,0.908726763,0.857112774,0.380297382,0.993760068,0.084154217,0.959656299,0.90722127,0.877617967,0.980019027,0.913634777,0.933365749,0.548411627,0.439731755,0.056452928,0.565878984,0.49157125,0.100183498,0.90229071
0,0.087869891,0.903301814,0.884013949,0.517075535,0.247363005,0.161617195,0.806012749,0.271859734,0.840563062,0.085290869,0.036457979,0.522658655,0.316105239,0.581291646,0.09676706,0.24947135,0.487891321,0.911041295,0.832664946,0.242835355,0.037431841
0,0.406216443,0.700472364,0.669293793,0.735603831,0.174109042,0.678139262,0.159358363,0.552917267,0.06575711,0.843143526,0.909800617,0.186056687,0.388903685,0.770789621,0.415509232,0.359747814,0.198688654,0.805254347,0.715403326,0.267715502,0.79060797
0,0.07822366,0.621907132,0.631437839,0.153368486,0.154925516,0.140863709,0.400068628,0.160007191,0.503061635,0.613965712,0.666150204,0.548874312,0.5744157,0.037365398,0.368960917,0.702941676,0.27868061,0.406815436,0.104692857,0.649742905,0.938486631
1,0.379805087,0.839698563,0.93274545,0.382932588,0.552004621,0.581250206,0.798345128,0.298663451,0.825946418,0.829498606,0.80724065,0.995181946,0.677927908,0.416600695,0.778397415,0.809591883,0.585097004,0.861829369,0.225925591,0.695778277,0.808362352
0,0.358627999,0.34880915,0.015526828,0.740595443,0.029435467,0.918363088,0.771496026,0.010467378,0.688523961,0.184821389,0.100322955,0.686576477,0.008500387,0.786240872,0.096899183,0.011734068,0.01449458,0.015943597,0.106799841,0.007255144,0.712607113
1,0.875907776,0.375993031,0.14029203,0.276293622,0.692712189,0.66639678,0.134680372,0.921623899,0.159104714,0.001878355,0.050354099,0.562150197,0.715850637,0.215725372,0.88800094,0.931700585,0.82223322,0.153159829,0.93726768,0.925492497,0.137811532
0,0.206519624,0.404004149,0.636223643,0.618634119,0.728424472,0.629106566,0.631645943,0.377655332,0.743599946,0.647120276,0.700896279,0.378232128,0.518799484,0.627368521,0.475937197,0.403657859,0.725457249,0.873094075,0.715403326,0.837672909,0.543158585
1,0.508324982,0.447880278,0.667519426,0.285526323,0.875475865,0.251351782,0.629374361,0.607412582,0.618921371,0.313065674,0.211327545,0.780574408,0.855365832,0.205872029,0.833155798,0.899022028,0.991613988,0.573365501,0.472745756,0.943736874,0.348606398
0,0.461770377,0.366908867,0.414174282,0.489716103,0.759991547,0.339342854,0.288462683,0.795057466,0.514462469,0.701089327,0.743095237,0.450238368,0.836087886,0.145056782,0.951657926,0.826078019,0.665136313,0.223898813,0.566876929,0.623649194,0.519069976
1,0.722502463,0.13099165,0.251568741,0.020663708,0.684502648,0.182865561,0.114684784,0.723330913,0.159104714,0.178916727,0.523318109,0.172590169,0.736210315,0.003984573,0.766474427,0.847580913,0.76578475,0.234677055,0.686113421,0.833013342,0.462932524
0,0.32038952,0.786276911,0.519396831,0.139845948,0.186440727,0.196814961,0.412470979,0.382090761,0.345079755,0.361007428,0.673025138,0.505259069,0.400792153,0.132781657,0.52421197,0.871570435,0.238392881,0.717258591,0.196668593,0.407654402,0.754487474
0,0.868639473,0.05393744,0.874379545,0.169195847,0.335649052,0.487951294,0.791943912,0.468027002,0.859233329,0.864770151,0.477111437,0.809091624,0.173972339,0.474076547,0.120969301,0.76759897,0.121425086,0.297697784,0.347324318,0.359804886,0.271485274
1,0.093476905,0.492480967,0.936302729,0.50360329,0.379704831,0.437002824,0.998941351,0.071462919,0.95590955,0.60886462,0.581338621,0.995286052,0.732865455,0.6313437,0.764230182,0.715981665,0.50364209,0.912299216,0.203829102,0.407654402,0.657690322
1,0.09543874,0.492277641,0.919449218,0.777455067,0.91743504,0.268953365,0.504058364,0.102037241,0.731352873,0.447066763,0.756822238,0.349538813,0.914200508,0.627364856,0.6697485,0.804321158,0.467672423,0.720241068,0.623358007,0.769670128,0.240545607
1,0.479253743,0.52416651,0.560993792,0.29279447,0.587728315,0.428041636,0.163038611,0.835173267,0.568903325,0.798956065,0.825271942,0.445091868,0.161141639,0.205872029,0.320614737,0.628176324,0.52796713,0.466070443,0.771200866,0.661329257,0.822392222
0,0.67968555,0.987025273,0.913544235,0.752328351,0.033640472,0.719462875,0.795860355,0.385746008,0.875850269,0.965690276,0.935706491,0.841565761,0.148728581,0.786426937,0.06552126,0.208052096,0.051675144,0.914272088,0.268997121,0.139773287,0.838318962
1,0.249478028,0.943587278,0.576211282,0.589415933,0.916842304,0.893816813,0.630444954,0.252836107,0.45645053,0.542586607,0.615077369,0.909561072,0.963180423,0.368737478,0.727857891,0.657871287,0.278825682,0.577876964,0.111047611,0.184530373,0.141146643
0,0.370095021,0.29897495,0.530982261,0.672928617,0.304351411,0.65851436,0.584705693,0.012520279,0.527816454,0.790125904,0.403578156,0.677982196,0.747881811,0.627368521,0.768322395,0.703995308,0.397182931,0.667872846,0.021992226,0.516478627,0.122800828
0,0.549712307,0.26609929,0.868673698,0.916462345,0.740523986,0.584008521,0.481158652,0.468026857,0.52994328,0.675981579,0.517423076,0.619315719,0.696267167,0.907744624,0.653271816,0.391828627,0.314625187,0.819158856,0.702985092,0.161745425,0.261104428
1,0.06036936,0.042974222,0.032403185,0.662731465,0.020190149,0.703615562,0.913772623,0.062972083,0.880479718,0.125984395,0.307945319,0.784353577,0.307919014,0.599965108,0.292351695,0.343975895,0.008137624,0.053335345,0.179920016,0.04386227,0.160529649
0,0.460054701,0.049616079,0.103536232,0.303963391,0.094029956,0.251035116,0.78342501,0.069822813,0.325417463,0.596589175,0.258208835,0.337986282,0.135126528,0.346756333,0.016120388,0.588277329,0.004032744,0.172246286,0.22269617,0.173755702,0.084006018
1,0.077895788,0.40026811,0.194530005,0.469117486,0.827724796,0.125319897,0.727834703,0.037690554,0.762061273,0.487430464,0.330103046,0.777999977,0.604577413,0.213877014,0.226711341,0.169956476,0.985122169,0.198193654,0.148965535,0.972565553,0.518977784
0,0.565200552,0.210143527,0.294019981,0.200059928,0.815052307,0.196814961,0.143295174,0.479284011,0.247583516,0.862979217,0.827253963,0.047378008,0.631159216,0.254885518,0.451767644,0.443720323,0.882655718,0.219706228,0.442273694,0.992033531,0.68136707
0,0.129650008,0.447665802,0.355916688,1,0.085809436,0.784492315,0.44295784,0.370984474,0.209984787,0.218798084,0.076651344,0.376385235,0.099355282,0.925865978,0.040574107,0.009932631,0.007931132,0.5658925,0.234344957,0.030262876,0.183669192
1,0.876117992,0.196635955,0.06911729,0.116994667,0.71395137,0.360660497,0.032968257,0.979335156,0.024374978,0.067230195,0.358418076,0.031162626,0.859531475,0.205872029,0.838845285,0.992370852,0.569547638,0.047785277,0.820077463,0.816029434,0.327343304
0,0.771503363,0.991877972,0.847338201,0.017280693,0.682222051,0.273518504,0.625565607,0.687407542,0.650325737,0.668271747,0.782967441,0.715941655,0.993732194,0.062709721,0.764713172,0.817230366,0.558770798,0.838615749,0.606669214,0.433437831,0.68662238
1,0.409038383,0.131116537,0.188731549,0.137062448,0.495392182,0.00403666,0.685510994,0.076202416,0.54700171,0.613965712,0.161138265,0.353305549,0.49966556,0.037365398,0.373994927,0.76759897,0.33514619,0.132977468,0.182031947,0.299692609,0.07584788
1,0.471324659,0.520115255,0.622868509,0.376159958,0.612977096,0.541312513,0.6911899,0.432167065,0.491611075,0.823966047,0.805276596,0.66659249,0.596134717,0.501465525,0.712016993,0.783780027,0.692439126,0.656328698,0.435806682,0.679576137,0.649780982
1,0.391027658,0.939630149,0.824141676,0.74461326,0.473939727,0.505683535,0.935783815,0.253222134,0.863207714,0.558407264,0.369975971,0.895162557,0.903625087,0.696972878,0.959764438,0.983782244,0.659845473,0.852483312,0.00103948,0.671575301,0.023985484
1,0.469506602,0.999219996,0.470364021,0.209394411,0.932197802,0.629133898,0.156960985,0.722398189,0.155049792,0.415741855,0.283058196,0.841565761,0.962116236,0.188376153,0.709731307,0.451900128,0.789935707,0.685629106,0.184794668,0.927996687,0.154702642
1,0.743559132,0.588645338,0.310254108,0.134734536,0.437140974,0.091363974,0.160371331,0.84519759,0.306587377,0.461956122,0.726636828,0.160100497,0.65493377,0.00794792,0.771023217,0.73343147,0.785763594,0.415361591,0.977005559,0.775554684,0.643279823
1,0.788148602,0.213747927,0.162503899,0.184776925,0.890180272,0.12335673,9.04E-05,0.972668418,0.054204957,0.471264127,0.22931736,0.197926201,0.817072685,0.019793071,0.899669834,0.827778831,0.783891326,0.0932196,0.98632749,0.67213491,0.175898474
1,0.514524364,0.186620692,0.514551463,0.235354774,0.439014928,0.054892366,0.350347974,0.666689678,0.465143283,0.378365948,0.173636809,0.210984064,0.604577413,0.173574045,0.734186626,0.791598773,0.733573902,0.357697074,0.857840134,0.815677738,0.153580035
1,0.743559132,0.182149405,0.279659663,0.135755211,0.730571514,0.216449677,0.122299072,0.678980784,0.213533559,0.68860019,0.716606837,0.343691497,0.828514648,0.142619922,0.800230195,0.704180498,0.706027467,0.290778225,0.587803374,0.575661309,0.754498591
0,0.697510116,0.5095171,0.743985816,0.898622655,0.273649775,0.756555098,0.739029203,0.732327208,0.796841017,0.96977039,0.951045673,0.489726389,0.029098156,0.917588753,0.11026171,0.285681197,0.133942867,0.679217426,0.853461386,0.154701077,0.854439024
1,0.07822366,0.294376792,0.804718213,0.794687237,0.567043516,0.794300189,0.727834703,0.269758111,0.999675508,0.745062216,0.958119378,0.205082608,0.736210315,0.729403258,0.488580654,0.631679808,0.54125046,0.736119782,0.349385546,0.681376644,0.73652008
1,0.921472332,0.33573376,0.14894135,0.970431022,0.796644132,0.973354726,0.040758065,0.732177419,0.095522194,0.881826246,0.776353948,0.190275321,0.127690534,0.999160858,0.034515002,0.190829717,0.743781693,0.357697074,0.669413966,0.491965216,0.70258879
0,0.136688631,0.786213253,0.5343706,0.434972604,0.16994784,0.672873145,0.505481406,0.206444006,0.527816454,0.790125904,0.515719803,0.784004814,0.173545318,0.442964989,0.171179925,0.054402058,0.510789578,0.4573564,0.058570842,0.24970387,0.754498591
1,0.679254733,0.406052739,0.379255323,0.951756442,0.425285378,0.453041486,0.339547546,0.575028503,0.676955074,0.890153245,0.998713634,0.471922234,0.5744157,0.872292892,0.267114483,0.412618722,0.322666967,0.157814146,0.51903978,0.321687002,0.914320266
1,0.747885432,0.556443852,0.448639329,0.139845948,0.482088637,0.34095037,0.840501327,0.704315865,0.866839723,0.489115433,0.595777187,0.805255127,0.830541403,0.14451522,0.833155798,0.928669371,0.673169638,0.523466195,0.849700312,0.54471699,0.656962902
0,0.750759528,0.475790225,0.588289394,0.557594115,0.507037532,0.573232206,0.115854142,0.682267403,0.286636419,0.772478025,0.402591407,0.168420052,0.475164403,0.526506764,0.64921966,0.743706993,0.57281634,0.657225019,0.574215161,0.649640825,0.608776973
0,0.775327893,0.92338777,0.192042303,0.208765556,0.10178724,0.699349585,0.306418748,0.738225125,0.243709632,0.981334971,0.974201466,0.98758493,0.34223756,0.29014396,0.314521389,0.268657949,0.048365639,0.518691932,0.106799841,0.01035421,0.883654159
1,0.103269976,0.510034134,0.27080486,0.119065597,0.310399228,0.361454973,0.326854041,0.086827228,0.150943919,0.512209187,0.543438456,0.311474422,0.376702396,0.063247933,0.614075947,0.689157421,0.351281564,0.420164759,0.00103948,0.543848534,0.760594345
1,0.677772705,0.428433214,0.211889644,0.618557819,0.432271014,0.557283362,0.485189692,0.717115938,0.425504284,0.457943411,0.623989069,0.531737512,0.818121583,0.349046198,0.838845285,0.9677088,0.524846098,0.307076283,0.644396328,0.488190687,0.523327641
0,0.814209381,0.842322894,0.058044776,0.710754285,0.443343054,0.957564723,0.008126612,0.835214907,0.015473787,0.038139378,0.012369229,0.367513647,0.851242006,0.760828519,0.89520285,0.73877727,0.098788715,0.248790459,0.318471427,0.077402211,0.06986084
0,0.606470413,0.347513834,0.441322757,0.347520062,0.168657021,0.451161166,0.564451017,0.645256449,0.518353278,0.96977039,0.864527207,0.533817484,0.46345298,0.35722437,0.186449859,0.111873325,0.058692981,0.363217397,0.418373752,0.091988829,0.592144863
0,0.467923843,0.302385822,0.448783903,0.724048448,0.242217489,0.581250206,0.439119932,0.459607052,0.456751089,0.743050624,0.422671444,0.422538435,0.017854705,0.613825596,0.097916726,0.181965285,0.303392882,0.266745303,0.452872132,0.256718748,0.466614092
1,0.058502669,0.76211034,0.69660039,0.759369525,0.40284449,0.569547621,0.928169125,0.107918355,0.983539766,0.403164849,0.324057874,0.9535125,0.842916583,0.553181098,0.917383989,0.949542443,0.427336034,0.577359058,0.094175971,0.391661074,0.465859032
1,0.876539596,0.271153008,0.187908602,0.6613087,0.100568881,0.678169615,0.361953894,0.886630871,0.00430717,0.345231177,0.187286922,0.609918356,0.050699333,0.509919152,0.551431719,0.337366852,0.072887239,0.146897476,0.779024502,0.135754877,0.217621528
0,0.80698411,0.590071647,0.53770628,0.481146875,0.682210399,0.760733351,0.698939077,0.965979227,0.44513165,0.598286331,0.796134659,0.733611983,0.753120658,0.502099888,0.690553616,0.764592222,0.644990288,0.641249156,0.767698302,0.681376644,0.504099612
0,0.489395638,0.020613449,0.067936642,0.091880596,0.801960802,0.085099392,0.165331475,0.484972988,0.14764558,0.119932884,0.19586129,0.214805475,0.966893778,0.017705814,0.976357894,0.983776631,0.709444163,0.074413171,0.832601762,0.759873178,0.111442196
1,0.578228891,0.816931478,0.730640821,0.729383133,0.716088732,0.786257521,0.683190897,0.569550221,0.596001185,0.714304238,0.689564997,0.805247085,0.365288191,0.699021078,0.492510316,0.371820565,0.450091556,0.84970505,0.245478767,0.559635048,0.798444474
0,0.297687267,0.899602995,0.963503597,0.294612929,0.976312128,0.058518982,0.995969425,0.448049066,0.899449275,0.706208338,0.725921701,0.890714641,0.896821215,0.338711798,0.97627958,0.983782244,0.974925586,0.989873602,0.727979829,0.939747752,0.334780098
0,0.331091062,0.072850891,0.300256232,0.401629859,0.924846504,0.964414256,0.20770432,0.544831307,0.344907527,0.022030179,0.000751414,0.113860857,0.367756263,0.329373975,0.295067546,0.195816319,0.657316598,0.401120674,0.67886073,0.833243815,0.140455054
0,0.358363205,0.993512636,0.897686331,0.769040114,0.475919188,0.674791837,0.686629234,0.356222843,0.625665118,0.923408746,0.89097611,0.699474124,0.747882079,0.80592222,0.633608766,0.649788614,0.713410305,0.926783675,0.387217785,0.771987304,0.818807552
0,0.637060427,0.498249016,0.301765552,0.514101945,0.04783518,0.826773074,0.310628994,0.577901232,0.357799762,0.161602805,0.261820495,0.577731756,0.516479989,0.478595337,0.730158329,0.774230969,0.120924175,0.2740458,0.273941101,0.217057936,0.512991156
0,0.603760141,0.592081787,0.208905584,0.530815031,0.899742048,0.462447858,0.304572126,0.930057386,0.232179155,0.153248486,0.187176172,0.367513647,0.856042688,0.397979616,0.764230182,0.804321158,0.902830216,0.785699384,0.832664946,0.803535438,0.348606398
1,0.06650235,0.270163895,0.686672012,0.936900484,0.069590166,0.788225878,0.820237727,0.193809768,0.866839723,0.579948085,0.473683191,0.833746825,0.26442641,0.972630752,0.26301464,0.159845185,0.015118162,0.4451731,0.203829102,0.09578926,0.414090823
